uid,currency_id,main_balance,locked_balance
ID1000000015,CGCX,0,
ID1000000016,BTC,0,
ID1000000016,LTC,0,
ID1000000016,DASH,0,
ID1000000016,ETH,0,
ID1000000016,BCH,0,
ID1000000016,USD,0,
ID1000000016,XRP,0,
ID1000000016,CGCX,40,
ID1000000017,BTC,0,
ID1000000017,LTC,0,
ID1000000017,DASH,0,
ID1000000017,ETH,0,
ID1000000017,BCH,0,
ID1000000017,USD,0,
ID1000000017,XRP,0,
ID1000000017,CGCX,40,
ID1000000018,BTC,0,
ID1000000018,LTC,0,
ID1000000018,DASH,0,
ID1000000018,ETH,0,
ID1000000018,BCH,0,
ID1000000018,USD,0,
ID1000000018,XRP,0,
ID1000000018,CGCX,40,
ID1000000019,BTC,0,
ID1000000019,LTC,0,
ID1000000019,DASH,0,
ID1000000019,ETH,0,
ID1000000019,BCH,0,
ID1000000019,USD,0,
ID1000000019,XRP,0,
ID1000000019,CGCX,0,
ID1000000020,BTC,0,
ID1000000020,LTC,0,
ID1000000020,DASH,0,
ID1000000020,ETH,0,
ID1000000020,BCH,0,
ID1000000020,USD,0,
ID1000000020,XRP,0,
ID1000000020,CGCX,40,
ID1000000021,BTC,0,
ID1000000021,LTC,0,
ID1000000021,DASH,0,
ID1000000021,ETH,0,
ID1000000021,BCH,0,
ID1000000021,USD,0,
ID1000000021,XRP,0,
ID1000000021,CGCX,40,
ID1000000022,BTC,0,
ID1000000022,LTC,0,
ID1000000022,DASH,0,
ID1000000022,ETH,0,
ID1000000022,BCH,0,
ID1000000022,USD,0,
ID1000000022,XRP,0,
ID1000000022,CGCX,40,
ID1000000023,BTC,0,
ID1000000023,LTC,0,
ID1000000023,DASH,0,
ID1000000023,ETH,0,
ID1000000023,BCH,0,
ID1000000023,USD,0,
ID1000000023,XRP,0,
ID1000000023,CGCX,0,
ID1000000024,BTC,0,
ID1000000024,LTC,0,
ID1000000024,DASH,0,
ID1000000024,ETH,0,
ID1000000024,BCH,0,
ID1000000024,USD,0,
ID1000000024,XRP,0,
ID1000000024,CGCX,40,
ID1000000025,BTC,0,
ID1000000025,LTC,0,
ID1000000025,DASH,0,
ID1000000025,ETH,0,
ID1000000025,BCH,0,
ID1000000025,USD,0,
ID1000000025,XRP,0,
ID1000000025,CGCX,40,
ID1000000026,BTC,0,
ID1000000026,LTC,0,
ID1000000026,DASH,0,
ID1000000026,ETH,0,
ID1000000026,BCH,0,
ID1000000026,USD,0,
ID1000000026,XRP,0,
ID1000000026,CGCX,40,
ID1000000027,BTC,0,
ID1000000027,LTC,0,
ID1000000027,DASH,0,
ID1000000027,ETH,0,
ID1000000027,BCH,0,
ID1000000027,USD,0,
ID1000000027,XRP,0,
ID1000000027,CGCX,40,
ID1000000028,BTC,0,
ID1000000028,LTC,0,
ID1000000028,DASH,0,
ID1000000028,ETH,0,
ID1000000028,BCH,0,
ID1000000028,USD,0,
ID1000000028,XRP,0,
ID1000000028,CGCX,40,
ID1000000029,BTC,0,
ID1000000029,LTC,0,
ID1000000029,DASH,0,
ID1000000029,ETH,0,
ID1000000029,BCH,0,
ID1000000029,USD,0,
ID1000000029,XRP,0,
ID1000000029,CGCX,40,
ID1000000030,BTC,0,
ID1000000030,LTC,0,
ID1000000030,DASH,0,
ID1000000030,ETH,0,
ID1000000030,BCH,0,
ID1000000030,USD,0,
ID1000000030,XRP,0,
ID1000000030,CGCX,40,
ID1000000031,BTC,0,
ID1000000031,LTC,0,
ID1000000031,DASH,0,
ID1000000031,ETH,0,
ID1000000031,BCH,0,
ID1000000031,USD,0,
ID1000000031,XRP,0,
ID1000000031,CGCX,40,
ID1000000032,BTC,0,
ID1000000032,LTC,0,
ID1000000032,DASH,0,
ID1000000032,ETH,0,
ID1000000032,BCH,0,
ID1000000032,USD,0,
ID1000000032,XRP,0,
ID1000000032,CGCX,40,
ID1000000033,BTC,0,
ID1000000033,LTC,0,
ID1000000033,DASH,0,
ID1000000033,ETH,0,
ID1000000033,BCH,0,
ID1000000033,USD,0,
ID1000000033,XRP,0,
ID1000000033,CGCX,40,
ID1000000034,BTC,0,
ID1000000034,LTC,0,
ID1000000034,DASH,0,
ID1000000034,ETH,0,
ID1000000034,BCH,0,
ID1000000034,USD,0,
ID1000000034,XRP,0,
ID1000000034,CGCX,40,
ID1000000035,BTC,0,
ID1000000035,LTC,0,
ID1000000035,DASH,0,
ID1000000035,ETH,0,
ID1000000035,BCH,0,
ID1000000035,USD,0,
ID1000000035,XRP,0,
ID1000000035,CGCX,40,
ID1000000036,BTC,0,
ID1000000036,LTC,0,
ID1000000036,DASH,0,
ID1000000036,ETH,0,
ID1000000036,BCH,0,
ID1000000036,USD,0,
ID1000000036,XRP,0,
ID1000000036,CGCX,40,
ID1000000037,BTC,0,
ID1000000037,LTC,0,
ID1000000037,DASH,0,
ID1000000037,ETH,0,
ID1000000037,BCH,0,
ID1000000037,USD,0,
ID1000000037,XRP,0,
ID1000000037,CGCX,40,
ID1000000038,BTC,0,
ID1000000038,LTC,0,
ID1000000038,DASH,0,
ID1000000038,ETH,0,
ID1000000038,BCH,0,
ID1000000038,USD,0,
ID1000000038,XRP,0,
ID1000000038,CGCX,0,
ID1000000039,BTC,0,
ID1000000039,LTC,0,
ID1000000039,DASH,0,
ID1000000039,ETH,0,
ID1000000039,BCH,0,
ID1000000039,USD,0,
ID1000000039,XRP,0,
ID1000000039,CGCX,40,
ID1000000040,BTC,0,
ID1000000040,LTC,0,
ID1000000040,DASH,0,
ID1000000040,ETH,1.002371725,
ID1000000040,BCH,0,
ID1000000040,USD,59.35843846,
ID1000000040,XRP,0.000001,
ID1000000040,CGCX,194215.3831,
ID1000000041,BTC,0,
ID1000000041,LTC,0,
ID1000000041,DASH,0,
ID1000000041,ETH,0,
ID1000000041,BCH,0,
ID1000000041,USD,0,
ID1000000041,XRP,0,
ID1000000041,CGCX,40,
ID1000000042,BTC,0,
ID1000000042,LTC,0,
ID1000000042,DASH,0,
ID1000000042,ETH,0,
ID1000000042,BCH,0,
ID1000000042,USD,0,
ID1000000042,XRP,0,
ID1000000042,CGCX,40,
ID1000000043,BTC,0,
ID1000000043,LTC,0,
ID1000000043,DASH,0,
ID1000000043,ETH,0,
ID1000000043,BCH,0,
ID1000000043,USD,0,
ID1000000043,XRP,0,
ID1000000043,CGCX,40,
ID1000000044,BTC,0,
ID1000000044,LTC,0,
ID1000000044,DASH,0,
ID1000000044,ETH,0,
ID1000000044,BCH,0,
ID1000000044,USD,82.17474522,
ID1000000044,XRP,0,
ID1000000044,CGCX,40,
ID1000000045,BTC,0,
ID1000000045,LTC,0,
ID1000000045,DASH,0,
ID1000000045,ETH,0,
ID1000000045,BCH,0,
ID1000000045,USD,4.493265676,
ID1000000045,XRP,0,
ID1000000045,CGCX,99204.94414,
ID1000000046,BTC,0,
ID1000000046,LTC,0,
ID1000000046,DASH,0,
ID1000000046,ETH,0,
ID1000000046,BCH,0,
ID1000000046,USD,0,
ID1000000046,XRP,0,
ID1000000046,CGCX,40,
ID1000000047,BTC,0,
ID1000000047,LTC,0,
ID1000000047,DASH,0,
ID1000000047,ETH,0,
ID1000000047,BCH,0,
ID1000000047,USD,0,
ID1000000047,XRP,0,
ID1000000047,CGCX,40,
ID1000000048,BTC,0,
ID1000000048,LTC,0,
ID1000000048,DASH,0,
ID1000000048,ETH,0,
ID1000000048,BCH,0,
ID1000000048,USD,0,
ID1000000048,XRP,0,
ID1000000048,CGCX,40,
ID1000000049,BTC,0,
ID1000000049,LTC,0,
ID1000000049,DASH,0,
ID1000000049,ETH,0,
ID1000000049,BCH,0,
ID1000000049,USD,0,
ID1000000049,XRP,0,
ID1000000049,CGCX,0,
ID1000000050,BTC,0,
ID1000000050,LTC,0,
ID1000000050,DASH,0,
ID1000000050,ETH,0,
ID1000000050,BCH,0,
ID1000000050,USD,0,
ID1000000050,XRP,0,
ID1000000050,CGCX,40,
ID1000000051,BTC,0,
ID1000000051,LTC,0,
ID1000000051,DASH,0,
ID1000000051,ETH,0,
ID1000000051,BCH,0,
ID1000000051,USD,0,
ID1000000051,XRP,0,
ID1000000051,CGCX,40,
ID1000000052,BTC,0,
ID1000000052,LTC,0,
ID1000000052,DASH,0,
ID1000000052,ETH,0,
ID1000000052,BCH,0,
ID1000000052,USD,0,
ID1000000052,XRP,0,
ID1000000052,CGCX,40,
ID1000000053,BTC,0,
ID1000000053,LTC,0,
ID1000000053,DASH,0,
ID1000000053,ETH,0,
ID1000000053,BCH,0,
ID1000000053,USD,0,
ID1000000053,XRP,0,
ID1000000053,CGCX,40,
ID1000000054,BTC,0,
ID1000000054,LTC,0,
ID1000000054,DASH,0,
ID1000000054,ETH,0,
ID1000000054,BCH,0,
ID1000000054,USD,0,
ID1000000054,XRP,0,
ID1000000054,CGCX,40,
ID1000000055,BTC,0,
ID1000000055,LTC,0,
ID1000000055,DASH,0,
ID1000000055,ETH,0,
ID1000000055,BCH,0,
ID1000000055,USD,0,
ID1000000055,XRP,0,
ID1000000055,CGCX,40,
ID1000000056,BTC,0,
ID1000000056,LTC,0,
ID1000000056,DASH,0,
ID1000000056,ETH,0,
ID1000000056,BCH,0,
ID1000000056,USD,0,
ID1000000056,XRP,0,
ID1000000056,CGCX,0,
ID1000000057,BTC,0,
ID1000000057,LTC,0,
ID1000000057,DASH,0,
ID1000000057,ETH,0,
ID1000000057,BCH,0,
ID1000000057,USD,0,
ID1000000057,XRP,0,
ID1000000057,CGCX,40,
ID1000000058,BTC,0,
ID1000000058,LTC,0,
ID1000000058,DASH,0,
ID1000000058,ETH,0,
ID1000000058,BCH,0,
ID1000000058,USD,0,
ID1000000058,XRP,0,
ID1000000058,CGCX,40,
ID1000000059,BTC,0,
ID1000000059,LTC,0,
ID1000000059,DASH,0,
ID1000000059,ETH,0,
ID1000000059,BCH,0,
ID1000000059,USD,0,
ID1000000059,XRP,0,
ID1000000059,CGCX,40,
ID1000000060,BTC,0,
ID1000000060,LTC,0,
ID1000000060,DASH,0,
ID1000000060,ETH,0,
ID1000000060,BCH,0,
ID1000000060,USD,0,
ID1000000060,XRP,0,
ID1000000060,CGCX,40,
ID1000000061,BTC,0,
ID1000000061,LTC,0,
ID1000000061,DASH,0,
ID1000000061,ETH,0,
ID1000000061,BCH,0,
ID1000000061,USD,0,
ID1000000061,XRP,0,
ID1000000061,CGCX,40,
ID1000000062,BTC,0,
ID1000000062,LTC,0,
ID1000000062,DASH,0,
ID1000000062,ETH,0,
ID1000000062,BCH,0,
ID1000000062,USD,0,
ID1000000062,XRP,0,
ID1000000062,CGCX,40,
ID1000000063,BTC,0,
ID1000000063,LTC,0,
ID1000000063,DASH,0,
ID1000000063,ETH,0,
ID1000000063,BCH,0,
ID1000000063,USD,0,
ID1000000063,XRP,0,
ID1000000063,CGCX,40,
ID1000000064,BTC,0,
ID1000000064,LTC,0,
ID1000000064,DASH,0,
ID1000000064,ETH,0,
ID1000000064,BCH,0,
ID1000000064,USD,0,
ID1000000064,XRP,0,
ID1000000064,CGCX,40,
ID1000000065,BTC,0,
ID1000000065,LTC,0,
ID1000000065,DASH,0,
ID1000000065,ETH,0,
ID1000000065,BCH,0,
ID1000000065,USD,0,
ID1000000065,XRP,0,
ID1000000065,CGCX,40,
ID1000000066,BTC,0,
ID1000000066,LTC,0,
ID1000000066,DASH,0,
ID1000000066,ETH,0,
ID1000000066,BCH,0,
ID1000000066,USD,0,
ID1000000066,XRP,0,
ID1000000066,CGCX,40,
ID1000000067,BTC,0,
ID1000000067,LTC,0,
ID1000000067,DASH,0,
ID1000000067,ETH,0,
ID1000000067,BCH,0,
ID1000000067,USD,0,
ID1000000067,XRP,0,
ID1000000067,CGCX,40,
ID1000000068,BTC,0,
ID1000000068,LTC,0,
ID1000000068,DASH,0,
ID1000000068,ETH,0,
ID1000000068,BCH,0,
ID1000000068,USD,0,
ID1000000068,XRP,0,
ID1000000068,CGCX,40,
ID1000000069,BTC,0,
ID1000000069,LTC,0,
ID1000000069,DASH,0,
ID1000000069,ETH,0,
ID1000000069,BCH,0,
ID1000000069,USD,0,
ID1000000069,XRP,0,
ID1000000069,CGCX,40,
ID1000000070,BTC,0.000000256,
ID1000000070,LTC,0,
ID1000000070,DASH,0,
ID1000000070,ETH,0,
ID1000000070,BCH,0,
ID1000000070,USD,0.318374108,
ID1000000070,XRP,0,
ID1000000070,CGCX,56582.07409,
ID1000000071,BTC,0,
ID1000000071,LTC,0,
ID1000000071,DASH,0,
ID1000000071,ETH,0,
ID1000000071,BCH,0,
ID1000000071,USD,0.141134864,
ID1000000071,XRP,0,
ID1000000071,CGCX,40.70320623,
ID1000000072,BTC,0,
ID1000000072,LTC,0,
ID1000000072,DASH,0,
ID1000000072,ETH,0,
ID1000000072,BCH,0,
ID1000000072,USD,0,
ID1000000072,XRP,0,
ID1000000072,CGCX,40,
ID1000000073,BTC,0,
ID1000000073,LTC,0,
ID1000000073,DASH,0,
ID1000000073,ETH,0,
ID1000000073,BCH,0,
ID1000000073,USD,0.000020901,
ID1000000073,XRP,0,
ID1000000073,CGCX,40,
ID1000000074,BTC,0,
ID1000000074,LTC,0,
ID1000000074,DASH,0,
ID1000000074,ETH,0,
ID1000000074,BCH,0,
ID1000000074,USD,0,
ID1000000074,XRP,0,
ID1000000074,CGCX,40,
ID1000000075,BTC,0,
ID1000000075,LTC,0,
ID1000000075,DASH,0,
ID1000000075,ETH,0,
ID1000000075,BCH,0,
ID1000000075,USD,0,
ID1000000075,XRP,0,
ID1000000075,CGCX,40,
ID1000000076,BTC,0,
ID1000000076,LTC,0,
ID1000000076,DASH,0,
ID1000000076,ETH,0,
ID1000000076,BCH,0,
ID1000000076,USD,0.08577939,
ID1000000076,XRP,0,
ID1000000076,CGCX,40.00004529,
ID1000000077,BTC,0,
ID1000000077,LTC,0,
ID1000000077,DASH,0,
ID1000000077,ETH,0,
ID1000000077,BCH,0,
ID1000000077,USD,0.083339327,
ID1000000077,XRP,0,
ID1000000077,CGCX,40,
ID1000000078,BTC,0,
ID1000000078,LTC,0,
ID1000000078,DASH,0,
ID1000000078,ETH,0,
ID1000000078,BCH,0,
ID1000000078,USD,0,
ID1000000078,XRP,0,
ID1000000078,CGCX,40,
ID1000000079,BTC,0,
ID1000000079,LTC,0,
ID1000000079,DASH,0,
ID1000000079,ETH,0,
ID1000000079,BCH,0,
ID1000000079,USD,0,
ID1000000079,XRP,0,
ID1000000079,CGCX,40,
ID1000000080,BTC,0.00002108,
ID1000000080,LTC,0,
ID1000000080,DASH,0,
ID1000000080,ETH,0,
ID1000000080,BCH,0,
ID1000000080,USD,0.036853454,
ID1000000080,XRP,0.000000002,
ID1000000080,CGCX,40.26613396,
ID1000000081,BTC,0,
ID1000000081,LTC,0,
ID1000000081,DASH,0,
ID1000000081,ETH,0,
ID1000000081,BCH,0,
ID1000000081,USD,0,
ID1000000081,XRP,0,
ID1000000081,CGCX,19995,
ID1000000082,BTC,0,
ID1000000082,LTC,0,
ID1000000082,DASH,0,
ID1000000082,ETH,0,
ID1000000082,BCH,0,
ID1000000082,USD,0,
ID1000000082,XRP,0,
ID1000000082,CGCX,40,
ID1000000083,BTC,0,
ID1000000083,LTC,0,
ID1000000083,DASH,0,
ID1000000083,ETH,29.87313,
ID1000000083,BCH,0,
ID1000000083,USD,0.167362528,
ID1000000083,XRP,0,
ID1000000083,CGCX,40.22397143,
ID1000000084,BTC,0.000000006,
ID1000000084,LTC,0,
ID1000000084,DASH,0,
ID1000000084,ETH,0.00637599,
ID1000000084,BCH,0.00189001,
ID1000000084,USD,4.577889613,
ID1000000084,XRP,0,
ID1000000084,CGCX,40,
ID1000000085,BTC,0.004071128,
ID1000000085,LTC,0,
ID1000000085,DASH,0,
ID1000000085,ETH,0.00232306,
ID1000000085,BCH,0.00172646,
ID1000000085,USD,31.54147352,
ID1000000085,XRP,0,
ID1000000085,CGCX,40,
ID1000000086,BTC,0,
ID1000000086,LTC,0,
ID1000000086,DASH,0,
ID1000000086,ETH,0,
ID1000000086,BCH,0,
ID1000000086,USD,0,
ID1000000086,XRP,0,
ID1000000086,CGCX,40,
ID1000000087,BTC,0,
ID1000000087,LTC,0,
ID1000000087,DASH,0,
ID1000000087,ETH,0.00000001,
ID1000000087,BCH,0,
ID1000000087,USD,4.788229116,
ID1000000087,XRP,0,
ID1000000087,CGCX,41.02466942,
ID1000000088,BTC,0,
ID1000000088,LTC,0,
ID1000000088,DASH,0,
ID1000000088,ETH,0,
ID1000000088,BCH,0,
ID1000000088,USD,0,
ID1000000088,XRP,0,
ID1000000088,CGCX,0,
ID1000000089,BTC,0,
ID1000000089,LTC,0,
ID1000000089,DASH,0,
ID1000000089,ETH,0,
ID1000000089,BCH,0,
ID1000000089,USD,0,
ID1000000089,XRP,0,
ID1000000089,CGCX,40,
ID1000000090,BTC,0,
ID1000000090,LTC,0,
ID1000000090,DASH,0,
ID1000000090,ETH,0,
ID1000000090,BCH,0,
ID1000000090,USD,0,
ID1000000090,XRP,0,
ID1000000090,CGCX,40,
ID1000000091,BTC,0,
ID1000000091,LTC,0,
ID1000000091,DASH,0,
ID1000000091,ETH,0,
ID1000000091,BCH,0,
ID1000000091,USD,0,
ID1000000091,XRP,0,
ID1000000091,CGCX,40,
ID1000000092,BTC,0,
ID1000000092,LTC,0,
ID1000000092,DASH,0,
ID1000000092,ETH,0,
ID1000000092,BCH,0,
ID1000000092,USD,0,
ID1000000092,XRP,0,
ID1000000092,CGCX,40,
ID1000000093,BTC,0,
ID1000000093,LTC,0,
ID1000000093,DASH,0,
ID1000000093,ETH,0,
ID1000000093,BCH,0,
ID1000000093,USD,0,
ID1000000093,XRP,0,
ID1000000093,CGCX,40,
ID1000000094,BTC,0,
ID1000000094,LTC,0,
ID1000000094,DASH,0,
ID1000000094,ETH,0,
ID1000000094,BCH,0,
ID1000000094,USD,0,
ID1000000094,XRP,0,
ID1000000094,CGCX,40,
ID1000000095,BTC,0,
ID1000000095,LTC,0,
ID1000000095,DASH,0,
ID1000000095,ETH,0,
ID1000000095,BCH,0,
ID1000000095,USD,0,
ID1000000095,XRP,0,
ID1000000095,CGCX,40,
ID1000000096,BTC,0,
ID1000000096,LTC,0,
ID1000000096,DASH,0,
ID1000000096,ETH,0,
ID1000000096,BCH,0,
ID1000000096,USD,0,
ID1000000096,XRP,0,
ID1000000096,CGCX,40,
ID1000000097,BTC,0,
ID1000000097,LTC,0,
ID1000000097,DASH,0,
ID1000000097,ETH,0,
ID1000000097,BCH,0,
ID1000000097,USD,0,
ID1000000097,XRP,0,
ID1000000097,CGCX,40,
ID1000000098,BTC,0,
ID1000000098,LTC,0,
ID1000000098,DASH,0,
ID1000000098,ETH,0,
ID1000000098,BCH,0,
ID1000000098,USD,0,
ID1000000098,XRP,0,
ID1000000098,CGCX,40,
ID1000000099,BTC,0,
ID1000000099,LTC,0,
ID1000000099,DASH,0,
ID1000000099,ETH,0,
ID1000000099,BCH,0,
ID1000000099,USD,0,
ID1000000099,XRP,0,
ID1000000099,CGCX,40,
ID1000000100,BTC,0,
ID1000000100,LTC,0,
ID1000000100,DASH,0,
ID1000000100,ETH,0,
ID1000000100,BCH,0,
ID1000000100,USD,0,
ID1000000100,XRP,0,
ID1000000100,CGCX,0,
ID1000000101,BTC,0,
ID1000000101,LTC,0,
ID1000000101,DASH,0,
ID1000000101,ETH,0,
ID1000000101,BCH,0,
ID1000000101,USD,0,
ID1000000101,XRP,0,
ID1000000101,CGCX,40,
ID1000000102,BTC,0,
ID1000000102,LTC,0,
ID1000000102,DASH,0,
ID1000000102,ETH,0,
ID1000000102,BCH,0,
ID1000000102,USD,0,
ID1000000102,XRP,0,
ID1000000102,CGCX,40,
ID1000000103,BTC,0,
ID1000000103,LTC,0,
ID1000000103,DASH,0,
ID1000000103,ETH,0,
ID1000000103,BCH,0,
ID1000000103,USD,0,
ID1000000103,XRP,0,
ID1000000103,CGCX,40,
ID1000000104,BTC,0,
ID1000000104,LTC,0,
ID1000000104,DASH,0,
ID1000000104,ETH,0,
ID1000000104,BCH,0,
ID1000000104,USD,0,
ID1000000104,XRP,0,
ID1000000104,CGCX,40,
ID1000000105,BTC,0,
ID1000000105,LTC,0,
ID1000000105,DASH,0,
ID1000000105,ETH,0,
ID1000000105,BCH,0,
ID1000000105,USD,0,
ID1000000105,XRP,0,
ID1000000105,CGCX,40,
ID1000000106,BTC,0,
ID1000000106,LTC,0,
ID1000000106,DASH,0,
ID1000000106,ETH,0,
ID1000000106,BCH,0,
ID1000000106,USD,0,
ID1000000106,XRP,0,
ID1000000106,CGCX,40,
ID1000000107,BTC,0,
ID1000000107,LTC,0,
ID1000000107,DASH,0,
ID1000000107,ETH,0,
ID1000000107,BCH,0,
ID1000000107,USD,0,
ID1000000107,XRP,0,
ID1000000107,CGCX,102040,
ID1000000108,BTC,0.006316101,
ID1000000108,LTC,0,
ID1000000108,DASH,0,
ID1000000108,ETH,0.00083174,
ID1000000108,BCH,0,
ID1000000108,USD,23.49149431,
ID1000000108,XRP,0,
ID1000000108,CGCX,40,
ID1000000109,BTC,0.000791159,
ID1000000109,LTC,0,
ID1000000109,DASH,0,
ID1000000109,ETH,0.0629752,
ID1000000109,BCH,0,
ID1000000109,USD,31.13431069,
ID1000000109,XRP,0,
ID1000000109,CGCX,40,
ID1000000110,BTC,0,
ID1000000110,LTC,0,
ID1000000110,DASH,0,
ID1000000110,ETH,0,
ID1000000110,BCH,0,
ID1000000110,USD,0,
ID1000000110,XRP,0,
ID1000000110,CGCX,40,
ID1000000111,BTC,0,
ID1000000111,LTC,0,
ID1000000111,DASH,0,
ID1000000111,ETH,0,
ID1000000111,BCH,0,
ID1000000111,USD,0,
ID1000000111,XRP,0,
ID1000000111,CGCX,40,
ID1000000112,BTC,0,
ID1000000112,LTC,0,
ID1000000112,DASH,0,
ID1000000112,ETH,0,
ID1000000112,BCH,0,
ID1000000112,USD,0.38507686,
ID1000000112,XRP,0.000000008,
ID1000000112,CGCX,40.081,
ID1000000113,BTC,0,
ID1000000113,LTC,0,
ID1000000113,DASH,0,
ID1000000113,ETH,0,
ID1000000113,BCH,0,
ID1000000113,USD,0,
ID1000000113,XRP,0,
ID1000000113,CGCX,40,
ID1000000114,BTC,0,
ID1000000114,LTC,0,
ID1000000114,DASH,0,
ID1000000114,ETH,20,
ID1000000114,BCH,0,
ID1000000114,USD,1938.842923,
ID1000000114,XRP,0,
ID1000000114,CGCX,4227192.196,
ID1000000115,BTC,0,
ID1000000115,LTC,0,
ID1000000115,DASH,0,
ID1000000115,ETH,0,
ID1000000115,BCH,0,
ID1000000115,USD,0,
ID1000000115,XRP,0,
ID1000000115,CGCX,40,
ID1000000116,BTC,0,
ID1000000116,LTC,0,
ID1000000116,DASH,0,
ID1000000116,ETH,0,
ID1000000116,BCH,0,
ID1000000116,USD,0,
ID1000000116,XRP,0,
ID1000000116,CGCX,40,
ID1000000117,BTC,0,
ID1000000117,LTC,0,
ID1000000117,DASH,0,
ID1000000117,ETH,0,
ID1000000117,BCH,0,
ID1000000117,USD,0,
ID1000000117,XRP,0,
ID1000000117,CGCX,40,
ID1000000118,BTC,0,
ID1000000118,LTC,0,
ID1000000118,DASH,0,
ID1000000118,ETH,0,
ID1000000118,BCH,0,
ID1000000118,USD,0,
ID1000000118,XRP,0,
ID1000000118,CGCX,40,
ID1000000119,BTC,0,
ID1000000119,LTC,0,
ID1000000119,DASH,0,
ID1000000119,ETH,0,
ID1000000119,BCH,0,
ID1000000119,USD,0,
ID1000000119,XRP,0,
ID1000000119,CGCX,300040,
ID1000000120,BTC,0,
ID1000000120,LTC,0,
ID1000000120,DASH,0,
ID1000000120,ETH,0,
ID1000000120,BCH,0,
ID1000000120,USD,0,
ID1000000120,XRP,0,
ID1000000120,CGCX,1040,
ID1000000121,BTC,0,
ID1000000121,LTC,0,
ID1000000121,DASH,0,
ID1000000121,ETH,0,
ID1000000121,BCH,0,
ID1000000121,USD,0,
ID1000000121,XRP,0,
ID1000000121,CGCX,40,
ID1000000122,BTC,0,
ID1000000122,LTC,0,
ID1000000122,DASH,0,
ID1000000122,ETH,0,
ID1000000122,BCH,0,
ID1000000122,USD,0,
ID1000000122,XRP,0,
ID1000000122,CGCX,40,
ID1000000123,BTC,0,
ID1000000123,LTC,0,
ID1000000123,DASH,0,
ID1000000123,ETH,0.02344066,
ID1000000123,BCH,0,
ID1000000123,USD,0.0366175,
ID1000000123,XRP,0,
ID1000000123,CGCX,4927.75,
ID1000000124,BTC,0,
ID1000000124,LTC,0,
ID1000000124,DASH,0,
ID1000000124,ETH,0,
ID1000000124,BCH,0,
ID1000000124,USD,0,
ID1000000124,XRP,0,
ID1000000124,CGCX,40,
ID1000000125,BTC,0,
ID1000000125,LTC,0,
ID1000000125,DASH,0,
ID1000000125,ETH,0,
ID1000000125,BCH,0,
